pair_name,family,approx_model_name,target_model_name,task,prompt_id,gamma,top_k,top_p,temperature,max_tokens,baseline_large_tps,baseline_small_tps,speculative_tps,speedup,rounds,generated_tokens,accepted_count,resample_count,target_sample_count,proposed_draft_tokens,acceptance_rate,all_accept_round_rate,resample_round_rate,avg_accepted_per_round,avg_contributed_per_round,avg_draft_generate_ms_per_round,avg_target_verify_ms_per_round,draft_generate_ms_total,target_verify_ms_total
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_51,4,50,0.0,1.0,64,55.021045,,96.358198,1.751297,15,66,51,3,12,60,0.85,0.8,0.2,3.4,4.4,23.22628,20.615545,348.394194,309.233171
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_51,4,50,0.9,1.0,64,54.401654,,80.469078,1.479166,16,65,49,5,11,64,0.765625,0.6875,0.3125,3.0625,4.0625,25.761317,22.952224,412.181065,367.235591
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_52,2,20,0.0,1.0,64,55.381906,,78.084384,1.409926,26,65,39,9,17,52,0.75,0.653846,0.346154,1.5,2.5,11.658989,19.078379,303.133714,496.037859
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_52,2,20,0.9,1.0,64,55.323966,,75.296728,1.361015,25,66,41,6,19,50,0.82,0.76,0.24,1.64,2.64,13.218569,20.56965,330.464236,514.241238
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_52,2,50,0.0,1.0,64,56.282009,,84.134234,1.494869,24,65,41,5,19,48,0.854167,0.791667,0.208333,1.708333,2.708333,11.774028,19.139301,282.57668,459.343235
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_52,2,50,0.9,1.0,64,55.90035,,71.425045,1.277721,26,66,40,7,19,52,0.769231,0.730769,0.269231,1.538462,2.538462,13.316876,20.923939,346.238783,544.022408
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_52,4,20,0.0,1.0,64,56.53426,,101.380876,1.793264,15,67,52,3,12,60,0.866667,0.8,0.2,3.466667,4.466667,22.459426,19.804156,336.891397,297.062342
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_52,4,20,0.9,1.0,64,55.233954,,87.146435,1.577769,15,65,50,4,11,60,0.833333,0.733333,0.266667,3.333333,4.333333,25.253613,22.625848,378.804193,339.387723
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_52,4,50,0.0,1.0,64,54.589212,,95.514222,1.74969,15,64,49,4,11,60,0.816667,0.733333,0.266667,3.266667,4.266667,22.74893,20.111758,341.233956,301.676377
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_52,4,50,0.9,1.0,64,55.303915,,87.388017,1.580142,15,65,50,4,11,60,0.833333,0.733333,0.266667,3.333333,4.333333,25.177686,22.574963,377.665297,338.624445
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_53,2,20,0.0,1.0,64,55.638263,,93.606223,1.682407,22,65,43,1,21,44,0.977273,0.954545,0.045455,1.954545,2.954545,11.533542,18.783231,253.737927,413.231087
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_53,2,20,0.9,1.0,64,54.708977,,84.556685,1.545572,22,65,43,1,21,44,0.977273,0.954545,0.045455,1.954545,2.954545,13.043596,20.571745,286.959121,452.578396
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_53,2,50,0.0,1.0,64,55.689656,,93.092442,1.671629,22,65,43,1,21,44,0.977273,0.954545,0.045455,1.954545,2.954545,11.565836,18.908709,254.448398,415.991604
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_53,2,50,0.9,1.0,64,55.455143,,86.085972,1.552353,22,65,43,1,21,44,0.977273,0.954545,0.045455,1.954545,2.954545,12.821879,20.224094,282.081335,444.930066
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_53,4,20,0.0,1.0,64,54.936592,,96.790211,1.761853,15,64,49,5,10,60,0.816667,0.666667,0.333333,3.266667,4.266667,22.390292,19.804855,335.854381,297.072818
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_53,4,20,0.9,1.0,64,53.847994,,84.597548,1.571044,16,64,48,5,11,64,0.75,0.6875,0.3125,3,4,23.906701,21.589014,382.507217,345.424217
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_53,4,50,0.0,1.0,64,54.398385,,86.555997,1.59115,17,64,47,7,10,68,0.691176,0.588235,0.411765,2.764706,3.764706,22.243731,19.504496,378.143419,331.576429
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_53,4,50,0.9,1.0,64,54.160691,,88.351964,1.631293,15,64,49,5,10,60,0.816667,0.666667,0.333333,3.266667,4.266667,24.384968,22.002431,365.774517,330.036471
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_54,2,20,0.0,1.0,64,55.364081,,91.992201,1.661586,22,65,43,1,21,44,0.977273,0.954545,0.045455,1.954545,2.954545,11.725534,19.124416,257.961737,420.737161
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_54,2,20,0.9,1.0,64,54.197211,,78.152768,1.442007,24,64,40,6,18,48,0.833333,0.75,0.25,1.666667,2.666667,12.726397,20.115688,305.433531,482.776515
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_54,2,50,0.0,1.0,64,55.259996,,87.763579,1.588194,23,64,41,3,20,46,0.891304,0.869565,0.130435,1.782609,2.782609,11.551657,18.906676,265.688108,434.85355
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_54,2,50,0.9,1.0,64,55.803787,,80.312104,1.439187,24,66,42,4,20,48,0.875,0.833333,0.166667,1.75,2.75,12.760454,20.225154,306.250893,485.403688
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_54,4,20,0.0,1.0,64,56.290073,,106.839771,1.898022,14,66,52,2,12,56,0.928571,0.857143,0.142857,3.714286,4.714286,22.561255,19.696094,315.857576,275.745316
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_54,4,20,0.9,1.0,64,54.412117,,92.753137,1.704641,14,64,50,4,10,56,0.892857,0.714286,0.285714,3.571429,4.571429,24.868847,22.427618,348.163854,313.986651
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_54,4,50,0.0,1.0,64,54.662038,,97.828697,1.789701,15,65,50,4,11,60,0.833333,0.733333,0.266667,3.333333,4.333333,22.60578,19.834845,339.086697,297.522668
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_54,4,50,0.9,1.0,64,55.238393,,80.499372,1.457308,17,65,48,7,10,68,0.705882,0.588235,0.411765,2.823529,3.823529,24.201706,21.567659,411.428994,366.650196
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_55,2,20,0.0,1.0,64,55.506969,,91.363978,1.645991,22,64,42,2,20,44,0.954545,0.909091,0.090909,1.909091,2.909091,11.613097,18.958277,255.488141,417.082102
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_55,2,20,0.9,1.0,64,54.195128,,76.199548,1.406022,25,65,40,7,18,50,0.8,0.72,0.28,1.6,2.6,12.65259,20.182529,316.314761,504.563219
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_55,2,50,0.0,1.0,64,54.132136,,87.998971,1.625633,23,64,41,4,19,46,0.891304,0.826087,0.173913,1.782609,2.782609,11.524177,18.81866,265.056071,432.829185
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_55,2,50,0.9,1.0,64,53.717653,,65.272965,1.215112,28,64,36,11,17,56,0.642857,0.607143,0.392857,1.285714,2.285714,12.932247,20.758553,362.10293,581.239497
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_55,4,20,0.0,1.0,64,54.273645,,79.550705,1.465734,19,65,46,11,8,76,0.605263,0.421053,0.578947,2.421053,3.421053,22.027634,19.288352,418.525049,366.47868
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_55,4,20,0.9,1.0,64,53.999051,,74.740361,1.384105,18,64,46,10,8,72,0.638889,0.444444,0.555556,2.555556,3.555556,24.137759,21.675138,434.479665,390.152486
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_55,4,50,0.0,1.0,64,55.029508,,87.029769,1.581511,17,65,48,7,10,68,0.705882,0.588235,0.411765,2.823529,3.823529,22.370409,19.802722,380.29696,336.64627
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_55,4,50,0.9,1.0,64,55.837689,,67.603639,1.210717,21,67,46,14,7,84,0.547619,0.333333,0.666667,2.190476,3.190476,23.931052,21.527305,502.552086,452.073406
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_56,2,20,0.0,1.0,64,56.176567,,77.756976,1.384153,26,66,40,10,16,52,0.769231,0.615385,0.384615,1.538462,2.538462,11.958491,19.362359,310.920765,503.421342
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_56,2,20,0.9,1.0,64,54.650637,,74.507488,1.363342,24,66,42,5,19,48,0.875,0.791667,0.208333,1.75,2.75,13.936116,21.639635,334.466777,519.351229
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_56,2,50,0.0,1.0,64,55.250124,,84.747872,1.533895,23,64,41,4,19,46,0.891304,0.826087,0.173913,1.782609,2.782609,12.077945,19.471545,277.792733,447.845529
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_56,2,50,0.9,1.0,64,53.429033,,73.834265,1.381913,24,64,40,6,18,48,0.833333,0.75,0.25,1.666667,2.666667,13.665436,21.156701,327.970475,507.760819
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_56,4,20,0.0,1.0,64,56.347945,,95.914218,1.702178,15,66,51,5,10,60,0.85,0.666667,0.333333,3.4,4.4,23.35167,20.594454,350.275044,308.916812
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_56,4,20,0.9,1.0,64,57.754388,,79.25826,1.372333,17,68,51,7,10,68,0.75,0.588235,0.411765,3,4,25.672838,22.979858,436.438254,390.657589
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_56,4,50,0.0,1.0,64,55.919117,,95.981908,1.716442,15,66,51,3,12,60,0.85,0.8,0.2,3.4,4.4,23.454861,20.557108,351.822915,308.356615
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_56,4,50,0.9,1.0,64,52.691848,,71.034025,1.348103,18,65,47,9,9,72,0.652778,0.5,0.5,2.611111,3.611111,25.849501,23.20659,465.291011,417.718613
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_57,2,20,0.0,1.0,64,54.269653,,84.770361,1.562021,23,64,41,4,19,46,0.891304,0.826087,0.173913,1.782609,2.782609,12.047332,19.472831,277.088645,447.875121
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_57,2,20,0.9,1.0,64,54.192598,,79.214416,1.46172,23,66,43,2,21,46,0.934783,0.913043,0.086957,1.869565,2.869565,13.785356,21.179334,317.063197,487.124677
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_57,2,50,0.0,1.0,64,55.2469,,90.120728,1.631236,22,65,43,1,21,44,0.977273,0.954545,0.045455,1.954545,2.954545,12.092477,19.433267,266.034486,427.531873
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_57,2,50,0.9,1.0,64,54.544051,,80.607166,1.477836,22,65,43,1,21,44,0.977273,0.954545,0.045455,1.954545,2.954545,13.941736,21.395386,306.7182,470.698484
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_57,4,20,0.0,1.0,64,55.751716,,87.841415,1.575582,16,65,49,5,11,64,0.765625,0.6875,0.3125,3.0625,4.0625,23.587341,20.833064,377.397463,333.329026
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_57,4,20,0.9,1.0,64,52.50282,,72.529788,1.381446,18,65,47,10,8,72,0.652778,0.444444,0.555556,2.611111,3.611111,25.254885,22.765817,454.587935,409.784697
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_57,4,50,0.0,1.0,64,55.445476,,95.419119,1.720954,15,65,50,4,11,60,0.833333,0.733333,0.266667,3.333333,4.333333,23.286352,20.284504,349.295274,304.267555
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_57,4,50,0.9,1.0,64,55.954205,,87.474878,1.56333,15,67,52,4,11,60,0.866667,0.733333,0.266667,3.466667,4.466667,25.939694,23.242644,389.095412,348.639658
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_58,2,20,0.0,1.0,64,54.957496,,89.514826,1.628801,23,65,42,3,20,46,0.913043,0.869565,0.130435,1.826087,2.826087,11.557201,18.768696,265.815629,431.680018
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_58,2,20,0.9,1.0,64,56.115259,,70.292312,1.252642,27,66,39,9,18,54,0.722222,0.666667,0.333333,1.444444,2.444444,12.959654,20.541029,349.910647,554.607787
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_58,2,50,0.0,1.0,64,54.511857,,89.330748,1.63874,22,64,42,2,20,44,0.954545,0.909091,0.090909,1.909091,2.909091,11.891358,19.376391,261.609881,426.280595
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_58,2,50,0.9,1.0,64,56.120225,,83.081216,1.480415,23,66,43,3,20,46,0.934783,0.869565,0.130435,1.869565,2.869565,13.117743,20.165894,301.708084,463.815564
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_58,4,20,0.0,1.0,64,57.283755,,93.016961,1.623793,16,66,50,6,10,64,0.78125,0.625,0.375,3.125,4.125,22.479674,20.036953,359.674782,320.591244
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_58,4,20,0.9,1.0,64,55.271145,,83.434493,1.509549,16,66,50,4,12,64,0.78125,0.75,0.25,3.125,4.125,25.130958,22.526194,402.09533,360.419104
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_58,4,50,0.0,1.0,64,55.09928,,103.765817,1.883252,14,65,51,2,12,56,0.910714,0.857143,0.142857,3.642857,4.642857,22.797124,20.090091,319.159737,281.26128
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_58,4,50,0.9,1.0,64,56.378689,,85.53304,1.517117,16,67,51,5,11,64,0.796875,0.6875,0.3125,3.1875,4.1875,24.80856,22.344588,396.936963,357.513413
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_59,2,20,0.0,1.0,64,55.302796,,90.886693,1.643438,22,65,43,1,21,44,0.977273,0.954545,0.045455,1.954545,2.954545,11.938359,19.292875,262.64389,424.443243
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_59,2,20,0.9,1.0,64,54.845276,,80.045001,1.459469,23,65,42,3,20,46,0.913043,0.869565,0.130435,1.826087,2.826087,13.313477,20.716451,306.209977,476.478362
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_59,2,50,0.0,1.0,64,55.236757,,90.752464,1.642972,22,65,43,1,21,44,0.977273,0.954545,0.045455,1.954545,2.954545,11.997412,19.273842,263.943061,424.024534
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_59,2,50,0.9,1.0,64,54.656884,,83.22345,1.522653,22,65,43,1,21,44,0.977273,0.954545,0.045455,1.954545,2.954545,13.430759,20.805491,295.476688,457.720812
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_59,4,20,0.0,1.0,64,55.539707,,96.609032,1.739459,15,65,50,5,10,60,0.833333,0.666667,0.333333,3.333333,4.333333,22.827145,20.156136,342.407172,302.342045
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_59,4,20,0.9,1.0,64,56.011291,,95.028457,1.696595,14,67,53,1,13,56,0.946429,0.928571,0.071429,3.785714,4.785714,25.665099,22.801695,359.311392,319.223734
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_59,4,50,0.0,1.0,64,56.09964,,96.275219,1.716147,15,66,51,4,11,60,0.85,0.733333,0.266667,3.4,4.4,23.250159,20.513961,348.752382,307.709421
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_59,4,50,0.9,1.0,64,52.596924,,90.54226,1.721436,14,64,50,3,11,56,0.892857,0.785714,0.214286,3.571429,4.571429,25.615361,22.974456,358.615048,321.642381
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_60,2,20,0.0,1.0,64,55.038783,,87.238916,1.585044,23,65,42,3,20,46,0.913043,0.869565,0.130435,1.826087,2.826087,11.844225,19.277171,272.417172,443.374942
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_60,2,20,0.9,1.0,64,54.674668,,78.167612,1.429686,24,65,41,5,19,48,0.854167,0.791667,0.208333,1.708333,2.708333,12.974498,20.404789,311.38796,489.714947
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_60,2,50,0.0,1.0,64,56.53064,,90.047004,1.592888,23,66,43,3,20,46,0.934783,0.869565,0.130435,1.869565,2.869565,11.662242,18.929614,268.231574,435.381129
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_60,2,50,0.9,1.0,64,54.789743,,80.113969,1.462207,23,65,42,4,19,46,0.913043,0.826087,0.173913,1.826087,2.826087,13.263009,20.686811,305.049213,475.796656
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_60,4,20,0.0,1.0,64,55.376711,,96.854656,1.749014,15,65,50,5,10,60,0.833333,0.666667,0.333333,3.333333,4.333333,22.760135,20.099003,341.402025,301.485044
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_60,4,20,0.9,1.0,64,55.082153,,89.270721,1.620683,15,66,51,4,11,60,0.85,0.733333,0.266667,3.4,4.4,25.011953,22.419913,375.179299,336.298689
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_60,4,50,0.0,1.0,64,54.925265,,95.850472,1.745107,15,64,49,4,11,60,0.816667,0.733333,0.266667,3.266667,4.266667,22.734283,19.974587,341.014242,299.618802
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,math,math_60,4,50,0.9,1.0,64,57.163175,,81.944564,1.43352,17,68,51,8,9,68,0.75,0.529412,0.470588,3,4,24.754586,22.216433,420.827967,377.679355
qwen25_0p5b_to_1p5b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-1.5B,summarization,summarization_1,2,20,0.0,1.0,64,29.994591,,22.505697,0.750325,23,65,42,2,21,46,0.913043,0.913043,0.086957,1.826087,2.826087,74.328828,49.665899,1709.563038,1142.315683
qwen25_0p5b_to_1p5b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-1.5B,summarization,summarization_1,2,20,0.9,1.0,64,30.056361,,17.923588,0.596333,25,66,41,6,19,50,0.82,0.76,0.24,1.64,2.64,84.37565,61.322195,2109.391244,1533.054887
qwen25_0p5b_to_1p5b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-1.5B,summarization,summarization_1,2,50,0.0,1.0,64,29.709337,,23.424169,0.788445,22,64,42,1,21,44,0.954545,0.954545,0.045455,1.909091,2.909091,73.493734,49.142235,1616.862142,1081.129177
qwen25_0p5b_to_1p5b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-1.5B,summarization,summarization_1,2,50,0.9,1.0,64,30.387424,,17.069295,0.561722,27,66,39,9,18,54,0.722222,0.666667,0.333333,1.444444,2.444444,82.393402,59.159039,2224.621862,1597.294057
qwen25_0p5b_to_1p5b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-1.5B,summarization,summarization_1,4,20,0.0,1.0,64,30.092932,,18.513505,0.615211,19,66,47,10,9,76,0.618421,0.473684,0.526316,2.473684,3.473684,133.341031,52.207808,2533.479587,991.948352
qwen25_0p5b_to_1p5b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-1.5B,summarization,summarization_1,4,20,0.9,1.0,64,29.559626,,16.950242,0.573425,16,64,48,7,9,64,0.75,0.5625,0.4375,3,4,157.319659,76.426658,2517.114536,1222.826529
qwen25_0p5b_to_1p5b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-1.5B,summarization,summarization_1,4,50,0.0,1.0,64,29.703187,,22.886308,0.7705,14,64,50,2,12,56,0.892857,0.857143,0.142857,3.571429,4.571429,139.763249,57.776649,1956.68548,808.873089
qwen25_0p5b_to_1p5b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-1.5B,summarization,summarization_1,4,50,0.9,1.0,64,31.450405,,16.084654,0.511429,19,68,49,9,10,76,0.644737,0.526316,0.473684,2.578947,3.578947,150.757251,69.588878,2864.387776,1322.188691
qwen25_0p5b_to_1p5b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-1.5B,summarization,summarization_2,2,20,0.0,1.0,64,30.397043,,27.905101,0.91802,22,66,44,0,22,44,1.0,1.0,0.0,2,3,64.884692,41.060496,1427.463227,903.330905
qwen25_0p5b_to_1p5b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-1.5B,summarization,summarization_2,2,20,0.9,1.0,64,29.641646,,23.466527,0.791674,23,64,41,3,20,46,0.891304,0.869565,0.130435,1.782609,2.782609,70.556683,46.397144,1622.803701,1067.134303
qwen25_0p5b_to_1p5b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-1.5B,summarization,summarization_2,2,50,0.0,1.0,64,30.511259,,28.259929,0.926213,22,66,44,0,22,44,1.0,1.0,0.0,2,3,64.135169,40.479432,1410.973718,890.547511
qwen25_0p5b_to_1p5b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-1.5B,summarization,summarization_2,2,50,0.9,1.0,64,29.596259,,23.862637,0.806272,23,64,41,3,20,46,0.891304,0.869565,0.130435,1.782609,2.782609,69.364558,45.690714,1595.384844,1050.886421
qwen25_0p5b_to_1p5b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-1.5B,summarization,summarization_2,4,20,0.0,1.0,64,31.006482,,21.136612,0.681684,19,67,48,9,10,76,0.631579,0.526316,0.473684,2.526316,3.526316,122.379902,42.408312,2325.218142,805.757927
qwen25_0p5b_to_1p5b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-1.5B,summarization,summarization_2,4,20,0.9,1.0,64,30.806738,,21.428144,0.695567,17,67,50,7,10,68,0.735294,0.588235,0.411765,2.941176,3.941176,130.951605,50.835752,2226.177293,864.207777
qwen25_0p5b_to_1p5b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-1.5B,summarization,summarization_2,4,50,0.0,1.0,64,29.422874,,21.146108,0.718696,18,64,46,8,10,72,0.638889,0.555556,0.444444,2.555556,3.555556,123.539636,42.530896,2223.713448,765.556127
qwen25_0p5b_to_1p5b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-1.5B,summarization,summarization_2,4,50,0.9,1.0,64,29.59403,,19.598804,0.662255,18,64,46,7,11,72,0.638889,0.611111,0.388889,2.555556,3.555556,129.439565,49.957231,2329.912174,899.230163
qwen25_0p5b_to_1p5b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-1.5B,summarization,summarization_3,2,20,0.0,1.0,64,29.844047,,27.385265,0.917612,23,64,41,3,20,46,0.891304,0.869565,0.130435,1.782609,2.782609,61.440427,38.563653,1413.129816,886.96403
qwen25_0p5b_to_1p5b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-1.5B,summarization,summarization_3,2,20,0.9,1.0,64,30.049947,,25.684272,0.854719,24,65,41,4,20,48,0.854167,0.833333,0.166667,1.708333,2.708333,63.334608,40.555596,1520.030588,973.334305
qwen25_0p5b_to_1p5b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-1.5B,summarization,summarization_3,2,50,0.0,1.0,64,30.09426,,26.882635,0.893281,24,65,41,4,20,48,0.854167,0.833333,0.166667,1.708333,2.708333,60.883747,38.282539,1461.209928,918.780933
qwen25_0p5b_to_1p5b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-1.5B,summarization,summarization_3,2,50,0.9,1.0,64,29.103154,,27.447565,0.943113,22,64,42,2,20,44,0.954545,0.909091,0.090909,1.909091,2.909091,63.720966,40.655983,1401.861261,894.431634
qwen25_0p5b_to_1p5b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-1.5B,summarization,summarization_3,4,20,0.0,1.0,64,30.662451,,29.254335,0.954077,14,66,52,2,12,56,0.928571,0.857143,0.142857,3.714286,4.714286,118.753935,40.169329,1662.55509,562.370613
qwen25_0p5b_to_1p5b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-1.5B,summarization,summarization_3,4,20,0.9,1.0,64,30.233399,,25.54316,0.844866,15,65,50,4,11,60,0.833333,0.733333,0.266667,3.333333,4.333333,123.562247,43.874774,1853.433699,658.121615
qwen25_0p5b_to_1p5b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-1.5B,summarization,summarization_3,4,50,0.0,1.0,64,30.624403,,23.098716,0.754258,18,66,48,8,10,72,0.666667,0.555556,0.444444,2.666667,3.666667,117.477496,39.179501,2114.594927,705.231015
qwen25_0p5b_to_1p5b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-1.5B,summarization,summarization_3,4,50,0.9,1.0,64,31.079183,,23.272547,0.748815,17,66,49,7,10,68,0.720588,0.588235,0.411765,2.882353,3.882353,121.629923,43.041191,2067.708693,731.700245
qwen25_0p5b_to_1p5b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-1.5B,summarization,summarization_4,2,20,0.0,1.0,64,29.50962,,21.973806,0.744632,24,64,40,5,19,48,0.833333,0.791667,0.208333,1.666667,2.666667,71.634334,48.099993,1719.224019,1154.399825
qwen25_0p5b_to_1p5b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-1.5B,summarization,summarization_4,2,20,0.9,1.0,64,29.508242,,17.751534,0.601579,25,64,39,7,18,50,0.78,0.72,0.28,1.56,2.56,83.232244,59.400569,2080.806107,1485.014221
